City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,buala,SB,-8.145,159.5921,84.36,74,54,8.77,light rain
339,avdon,RU,54.6667,55.7167,38.52,100,100,4.47,overcast clouds
340,cravo norte,CO,6.3017,-70.2041,83.8,64,91,4.38,overcast clouds
341,nanortalik,GL,60.1432,-45.2371,29.91,70,93,4.07,overcast clouds
342,hami,CN,42.8,93.45,56.55,13,78,11.54,broken clouds
343,grenfell,AU,-33.9,148.1667,60.84,64,79,7.76,broken clouds
344,puerto leguizamo,CO,-0.1934,-74.7819,74.1,97,98,1.81,moderate rain
345,itarema,BR,-2.9248,-39.9167,78.06,87,83,9.35,broken clouds
346,thies,SN,14.8342,-17.1061,70.45,88,0,17.27,clear sky
347,codrington,AU,-38.2667,141.9667,57.69,61,80,9.55,broken clouds
348,arman,RU,59.7,150.1667,28.02,78,94,5.95,overcast clouds
349,cockburn town,TC,21.4612,-71.1419,76.96,73,75,9.22,broken clouds
350,ocho rios,JM,18.4025,-77.1048,81.81,83,36,8.59,scattered clouds
351,buraydah,SA,26.326,43.975,79.25,24,90,8.72,overcast clouds
352,tarabuco,BO,-19.1667,-64.9167,53.37,68,2,4.34,clear sky
353,chicama,PE,-7.8447,-79.1469,66.74,70,21,8.19,few clouds
354,loandjili,CG,-4.7561,11.8578,76.69,92,100,3.71,overcast clouds
355,rio grande,BR,-32.035,-52.0986,66.31,81,10,12.48,clear sky
356,talnakh,RU,69.4865,88.3972,-2.74,92,48,4.34,scattered clouds
357,ostrovskoye,RU,57.8057,42.2433,41.5,70,67,10.78,broken clouds
358,antalaha,MG,-14.9003,50.2788,75.22,96,100,9.93,heavy intensity rain
359,voh,NC,-20.9667,164.7,80.11,66,13,7.29,few clouds
360,lons,FR,43.3167,-0.4,50.22,100,100,4.61,mist
361,pincher creek,CA,49.4833,-113.952,39.65,46,100,12.66,overcast clouds
362,berlevag,NO,70.8578,29.0864,37.4,95,46,0.6,scattered clouds
363,uruzgan,AF,32.8333,66.0,55.53,31,0,2.91,clear sky
364,yerbogachen,RU,61.2767,108.0108,18.81,89,43,4.52,scattered clouds
365,pontypool,GB,51.7011,-3.0444,52.36,78,72,5.1,broken clouds
366,chiredzi,ZW,-21.05,31.6667,63.34,97,100,2.95,moderate rain
367,jiangyou,CN,31.7667,104.7167,58.35,78,5,4.25,clear sky
368,george town,MY,5.4112,100.3354,78.73,99,20,2.3,few clouds
369,port hardy,CA,50.6996,-127.4199,48.38,66,100,18.41,overcast clouds
370,bathsheba,BB,13.2167,-59.5167,79.41,65,20,17.27,few clouds
371,novorzhev,RU,57.0294,29.3338,44.4,80,2,11.32,clear sky
372,auki,SB,-8.7676,160.7034,85.12,67,73,2.66,broken clouds
373,pala,TD,9.3642,14.9046,83.34,29,99,4.0,overcast clouds
374,khasan,RU,42.4308,130.6434,48.43,75,1,4.7,clear sky
375,nikolayevsk-na-amure,RU,53.1406,140.73,33.93,91,100,3.09,overcast clouds
376,vila franca do campo,PT,37.7167,-25.4333,59.41,64,93,2.89,overcast clouds
377,kapoeta,SS,4.7717,33.5903,76.8,72,100,2.86,overcast clouds
378,kandrian,PG,-6.2167,149.55,82.58,76,87,4.25,light rain
379,surt,LY,31.2089,16.5887,69.31,34,63,19.53,broken clouds
380,meulaboh,ID,4.1363,96.1285,78.35,85,96,5.44,overcast clouds
381,sakakah,SA,29.9697,40.2064,71.17,26,0,10.16,clear sky
382,severo-kurilsk,RU,50.6789,156.125,35.55,96,86,9.84,overcast clouds
383,urusha,RU,54.05,122.9,28.92,47,97,1.95,overcast clouds
384,spirit river,CA,55.7833,-118.8361,32.43,91,100,6.78,overcast clouds
385,lasa,IT,46.6166,10.7002,45.48,97,88,2.15,overcast clouds
386,bojnurd,IR,37.4747,57.329,49.95,76,0,2.3,clear sky
387,walvis bay,NA,-22.9575,14.5053,76.15,35,68,9.22,broken clouds
388,soyaux,FR,45.65,0.2,53.67,91,100,2.3,mist
389,limon,CR,10.0,-83.0333,84.09,70,75,5.75,broken clouds
390,sabinas hidalgo,MX,26.5,-100.1667,88.95,44,100,8.46,overcast clouds
391,erzin,TR,36.9559,36.2,55.47,89,42,2.64,scattered clouds
392,benjamin hill,MX,30.1667,-111.1,87.8,11,0,19.51,clear sky
393,umm lajj,SA,25.0213,37.2685,74.1,62,1,11.81,clear sky
394,zhigalovo,RU,54.8097,105.1578,31.6,92,100,3.15,light snow
395,worland,US,44.0169,-107.9554,60.15,21,0,8.05,clear sky
396,okhotsk,RU,59.3833,143.3,26.6,87,100,4.88,overcast clouds
397,bundaberg,AU,-24.85,152.35,76.21,89,100,6.91,overcast clouds
398,namibe,AO,-15.1961,12.1522,76.1,83,90,4.52,overcast clouds
399,saint-leu,RE,-21.15,55.2833,76.06,85,82,4.27,broken clouds
400,pierre,US,44.3683,-100.351,66.27,21,40,13.8,scattered clouds
401,sinazongwe,ZM,-17.2614,27.4618,67.55,85,76,5.01,light rain
402,vanavara,RU,60.34,102.2797,15.31,93,73,1.88,broken clouds
403,itaguacu,BR,-19.8019,-40.8556,72.14,79,78,3.15,broken clouds
404,indi,IN,17.1667,75.9667,89.47,36,75,14.94,broken clouds
405,abrau-dyurso,RU,44.69,37.59,36.86,79,36,4.63,scattered clouds
406,jining,CN,35.405,116.5814,56.34,85,10,11.41,clear sky
407,south houston,US,29.663,-95.2355,82.33,73,75,24.16,haze
408,leticia,CO,-4.2153,-69.9406,80.65,89,75,2.3,broken clouds
409,puerto ayacucho,VE,5.6639,-67.6236,79.23,83,100,3.47,overcast clouds
410,villa bruzual,VE,9.3328,-69.1208,89.04,45,88,2.42,overcast clouds
411,honda,CO,5.2086,-74.7358,77.32,84,94,3.96,overcast clouds
412,comodoro rivadavia,AR,-45.8667,-67.5,60.66,36,0,17.27,clear sky
413,siavonga,ZM,-16.5382,28.7088,69.03,86,79,1.52,moderate rain
414,iqaluit,CA,63.7506,-68.5145,19.13,85,100,10.36,light snow
415,kudahuvadhoo,MV,2.6708,72.8944,83.57,72,41,7.47,scattered clouds
416,otradnoye,RU,59.7775,30.8181,46.45,91,44,7.67,scattered clouds
417,tezu,IN,27.9167,96.1667,66.96,86,50,3.02,scattered clouds
418,jiangkou,CN,25.4872,119.1986,62.94,80,64,1.74,broken clouds
419,gizo,SB,-8.103,156.8419,83.68,74,67,7.96,broken clouds
420,aripuana,BR,-9.1667,-60.6333,74.5,97,96,0.58,overcast clouds
421,burmakino,RU,57.4166,40.2369,42.37,70,0,8.95,clear sky
422,zyryanka,RU,65.75,150.85,17.8,89,98,4.85,overcast clouds
423,bowen,AU,-20.0167,148.2333,78.06,85,99,14.27,light rain
424,buchanan,LR,5.8808,-10.0467,79.74,85,82,6.22,broken clouds
425,conceicao do araguaia,BR,-8.2578,-49.2647,75.85,90,52,2.26,light rain
426,kolvereid,NO,64.8655,11.6047,43.43,85,0,4.7,clear sky
427,naryan-mar,RU,67.6713,53.087,-2.54,99,23,4.36,few clouds
428,nome,US,64.5011,-165.4064,38.1,48,0,5.75,clear sky
429,jaciara,BR,-15.9653,-54.9683,75.13,64,9,3.74,clear sky
430,oranjestad,AW,12.524,-70.027,82.35,74,20,16.11,few clouds
431,izumo,JP,35.3667,132.7667,57.15,82,0,3.44,clear sky
432,calama,CL,-22.4667,-68.9333,64.89,16,0,18.41,clear sky
433,graham,US,47.0529,-122.2943,49.89,84,20,4.61,light intensity drizzle
434,turbat,PK,26.0023,63.044,76.37,43,1,2.89,clear sky
435,serrana,BR,-21.2114,-47.5956,80.55,62,64,3.09,broken clouds
436,nabire,ID,-3.3667,135.4833,80.46,84,98,2.28,overcast clouds
437,ibitinga,BR,-21.7578,-48.8289,72.7,63,59,4.92,broken clouds
438,colombo,LK,6.9319,79.8478,80.55,85,46,5.44,scattered clouds
439,saint joseph,US,39.7686,-94.8466,56.55,97,100,0.0,mist
440,richards bay,ZA,-28.783,32.0377,62.87,88,80,8.03,broken clouds
441,nelson bay,AU,-32.7167,152.15,64.0,75,2,8.05,clear sky
442,kisangani,CD,0.5167,25.2,69.6,100,100,1.1,overcast clouds
443,nokaneng,BW,-19.6667,22.2667,63.64,54,15,9.78,few clouds
444,port blair,IN,11.6667,92.75,82.6,74,38,5.5,scattered clouds
445,algiers,DZ,36.7525,3.042,57.02,44,40,10.36,scattered clouds
446,hualmay,PE,-11.0964,-77.6139,68.34,83,61,9.46,broken clouds
447,tilichiki,RU,60.4667,166.1,17.2,88,88,6.44,overcast clouds
448,adamas,GR,36.7333,24.4333,59.07,75,0,16.75,clear sky
449,strezhevoy,RU,60.7333,77.5889,21.67,90,100,10.58,light snow
450,gaogou,CN,34.0175,119.1886,58.71,77,0,8.1,clear sky
451,sal rei,CV,16.1833,-22.9167,70.12,82,97,14.97,overcast clouds
452,belaya gora,RU,68.5333,146.4167,18.79,91,99,1.19,overcast clouds
453,kumluca,TR,36.3703,30.2869,58.48,77,0,2.19,clear sky
454,redcliffe,AU,-27.2307,153.0973,76.14,60,20,8.05,few clouds
455,mountain home,US,43.133,-115.6912,62.08,100,20,14.97,few clouds
456,la paz,BO,-16.5,-68.15,58.98,44,20,6.91,few clouds
457,la ronge,CA,55.1001,-105.2842,39.45,38,75,11.5,broken clouds
458,namioka,JP,40.7072,140.5894,64.9,29,0,19.57,clear sky
459,rosiori,RO,44.8,27.3833,43.65,76,100,8.43,overcast clouds
460,raga,SS,8.4596,25.678,78.08,69,45,6.17,scattered clouds
461,san rafael,AR,-34.6177,-68.3301,59.07,49,2,8.19,clear sky
462,baruun-urt,MN,46.6806,113.2792,31.46,41,83,18.19,broken clouds
463,grand forks,US,47.9417,-97.4337,44.53,70,0,9.22,clear sky
464,san patricio,US,28.017,-97.5169,84.18,61,69,20.2,broken clouds
465,vani,GE,42.0832,42.5216,46.09,93,75,1.14,broken clouds
466,uyuni,BO,-20.4597,-66.825,51.17,13,58,7.56,broken clouds
467,totness,SR,5.8833,-56.3167,77.81,82,100,10.31,overcast clouds
468,matara,LK,5.9485,80.5353,77.41,88,71,2.1,broken clouds
469,benguela,AO,-12.5763,13.4055,77.0,86,92,2.46,overcast clouds
470,cabo san lucas,MX,22.8909,-109.9124,79.61,68,0,8.05,clear sky
471,charters towers,AU,-20.1,146.2667,78.04,67,63,12.62,broken clouds
472,hovd,MN,48.0056,91.6419,37.27,48,2,4.07,clear sky
473,saint-augustin,CA,51.226,-58.6502,34.21,95,100,17.74,overcast clouds
474,alice springs,AU,-23.7,133.8833,51.35,62,30,0.0,scattered clouds
475,gorontalo,ID,0.5412,123.0595,77.63,91,100,1.79,overcast clouds
476,san juan,AR,-31.5375,-68.5364,67.8,46,4,15.01,clear sky
477,qaqortoq,GL,60.7167,-46.0333,29.71,69,70,5.79,broken clouds
478,staraya poltavka,RU,50.4772,46.4814,55.94,83,100,13.49,overcast clouds
479,culebra,PR,18.303,-65.301,78.89,84,30,11.99,scattered clouds
480,villamontes,BO,-21.25,-63.5,76.15,61,9,5.14,clear sky
481,karaton,ID,-6.3424,106.1045,73.83,97,100,3.78,overcast clouds
482,maracaju,BR,-21.6144,-55.1683,77.86,51,60,4.76,broken clouds
483,coquimbo,CL,-29.9533,-71.3436,56.93,88,20,8.05,few clouds
484,gunjur,GM,13.2019,-16.7339,69.87,88,0,9.22,clear sky
485,phalodi,IN,27.1333,72.3667,82.99,28,71,14.74,moderate rain
486,bereda,ES,43.2686,-7.5406,34.14,100,11,0.4,few clouds
487,mugur-aksy,RU,50.35,90.5,26.73,73,41,6.62,scattered clouds
488,nyandoma,RU,61.669,40.1991,23.65,96,74,3.33,broken clouds
489,nazarovo,RU,56.0064,90.3914,35.8,84,100,8.66,overcast clouds
490,mogok,MM,22.9167,96.5,61.05,84,86,2.57,overcast clouds
491,russkaya polyana,UA,49.417,31.9201,41.54,89,99,5.95,overcast clouds
492,jalu,LY,29.0331,21.5482,66.33,24,0,6.6,clear sky
493,ajmer,IN,26.45,74.6333,83.48,26,100,11.59,overcast clouds
494,salinas,US,36.6777,-121.6555,69.89,39,0,17.27,clear sky
495,melnikovo,RU,56.5558,84.085,37.26,97,100,6.51,light rain
496,myitkyina,MM,25.3833,97.4,67.3,94,98,2.35,overcast clouds
497,banda aceh,ID,5.5577,95.3222,79.83,79,90,5.26,overcast clouds
498,merauke,ID,-8.4667,140.3333,81.72,80,100,3.96,overcast clouds
499,roros,NO,62.5747,11.3842,30.04,95,69,2.3,broken clouds
500,saint-ambroise,CA,48.5501,-71.3324,37.58,60,63,17.27,broken clouds
501,vieux fort,LC,13.7167,-60.95,79.95,61,20,19.57,few clouds
502,bonthe,SL,7.5264,-12.505,79.45,85,53,5.57,broken clouds
503,san fernando,PH,15.0286,120.6898,80.33,70,9,4.45,clear sky
504,forio,IT,40.7342,13.8646,61.45,71,98,11.81,overcast clouds
505,bahia honda,CU,22.9036,-83.1592,80.26,67,13,19.6,few clouds
506,makokou,GA,0.5738,12.8642,68.56,96,89,1.16,overcast clouds
507,mana,GF,5.6592,-53.7767,77.81,86,100,9.42,overcast clouds
508,retiro,AR,-34.5833,-58.3833,73.26,73,0,4.61,clear sky
509,omboue,GA,-1.5746,9.2618,78.21,91,98,3.02,overcast clouds
510,harper,LR,4.375,-7.7169,80.83,81,85,8.3,overcast clouds
511,berbera,SO,10.4396,45.0143,81.39,80,16,2.77,few clouds
512,kirakira,SB,-10.4544,161.9205,84.97,72,86,8.12,overcast clouds
513,claremorris,IE,53.7167,-9.0,50.36,83,100,7.7,overcast clouds
514,linares,CL,-35.85,-71.6,55.56,53,10,5.68,clear sky
515,ullapool,GB,57.8987,-5.1604,46.87,83,27,6.51,scattered clouds
516,ambikapur,IN,23.1167,83.2,77.29,21,10,5.86,clear sky
517,boffa,GN,10.1667,-14.0333,79.5,74,26,3.24,scattered clouds
518,progreso,MX,21.2833,-89.6667,96.91,67,1,19.91,clear sky
519,linqiong,CN,30.4159,103.4609,55.22,72,0,1.9,clear sky
520,galle,LK,6.0367,80.217,79.32,83,69,1.99,broken clouds
521,bulaevo,KZ,54.9056,70.4439,42.64,83,100,7.38,overcast clouds
522,namie,JP,37.4833,141.0,60.98,71,50,2.98,scattered clouds
523,kumla,SE,59.1277,15.1434,44.55,65,0,8.05,clear sky
524,iskateley,RU,67.6803,53.1512,-3.19,100,21,4.07,few clouds
525,sept-iles,CA,50.2001,-66.3821,41.52,65,75,16.11,broken clouds
526,nantucket,US,41.2835,-70.0995,55.51,58,0,18.41,clear sky
527,kavaratti,IN,10.5669,72.642,83.91,75,6,11.7,clear sky
528,russell,US,32.3502,-85.1999,74.35,42,0,8.05,clear sky
529,usinsk,RU,65.9939,57.5281,9.64,92,53,11.36,broken clouds
530,noshiro,JP,40.2039,140.0242,58.82,50,0,7.4,clear sky
531,mabaruma,GY,8.2,-59.7833,76.6,83,82,5.44,broken clouds
532,tateyama,JP,34.9833,139.8667,63.1,78,94,5.79,overcast clouds
533,chincha alta,PE,-13.4099,-76.1323,68.59,79,51,3.96,broken clouds
534,ararat,AM,39.8317,44.7049,55.74,70,0,2.35,clear sky
535,goderich,CA,43.7501,-81.7165,48.9,49,100,9.22,overcast clouds
536,albania,AL,41.0,20.0,50.79,82,51,4.65,broken clouds
537,fukue,JP,32.6881,128.8419,59.81,81,100,10.42,moderate rain
538,kalabo,ZM,-14.97,22.6814,61.52,69,5,5.61,clear sky
539,olavarria,AR,-36.8927,-60.3225,60.03,98,92,4.97,overcast clouds
540,uhlove,UA,44.8215,33.6045,46.02,79,91,10.25,overcast clouds
541,marawi,PH,7.9986,124.2928,72.52,87,94,1.12,overcast clouds
542,cabedelo,BR,-6.9811,-34.8339,75.87,83,27,10.31,scattered clouds
543,georgiyevka,KZ,43.0369,74.7114,55.44,94,75,6.71,mist
544,springdale,US,36.1867,-94.1288,62.55,92,100,13.8,overcast clouds
545,pudem,RU,58.3044,52.1675,34.72,91,100,7.49,overcast clouds
546,muzhi,RU,65.3667,64.6667,5.5,82,5,10.98,clear sky
547,asyut,EG,27.181,31.1837,66.38,38,12,11.63,few clouds
548,malabo,GQ,3.75,8.7833,81.28,83,96,5.28,overcast clouds
549,san felipe,VE,10.3399,-68.7425,74.61,92,94,6.51,overcast clouds
550,cherskiy,RU,68.75,161.3,25.29,79,60,4.92,broken clouds
551,argayash,RU,55.4888,60.8767,40.69,87,70,7.45,broken clouds
552,laela,TZ,-8.5667,32.05,58.78,93,91,3.96,overcast clouds
553,asau,RO,46.4333,26.4,38.95,73,95,4.34,overcast clouds
554,minatitlan,MX,17.9833,-94.5167,91.58,46,0,13.71,clear sky
555,svetlyy,RU,54.675,20.1347,46.96,90,96,7.61,overcast clouds
556,cherdyn,RU,60.403,56.4787,24.98,85,87,10.51,overcast clouds
557,jega,NG,12.2175,4.3792,92.75,31,92,7.85,overcast clouds
558,ayan,RU,56.45,138.1667,29.01,89,94,6.15,overcast clouds
559,pliska,BG,43.3667,27.1167,38.46,97,100,12.77,overcast clouds
560,puerto narino,CO,-3.7703,-70.3831,71.89,99,100,2.21,overcast clouds
561,gorele,TR,41.0308,39.0031,47.25,91,50,3.56,scattered clouds
562,carballo,ES,43.213,-8.691,48.51,92,42,3.0,scattered clouds
563,sola,VU,-13.8833,167.55,83.1,72,23,11.01,few clouds
564,rondonopolis,BR,-16.4708,-54.6356,76.59,62,2,3.62,clear sky
565,turukhansk,RU,65.8167,87.9833,21.4,95,100,9.57,light snow
566,gimli,CA,50.6336,-96.9907,35.62,87,100,9.22,overcast clouds
567,porto novo,BJ,6.4965,2.6036,78.26,85,100,9.84,moderate rain
568,oleksandrivka,UA,48.9634,32.2349,41.22,90,100,7.27,light rain
569,pacsa,HU,46.7198,17.014,40.23,93,2,1.14,clear sky
570,marsa matruh,EG,31.3525,27.2453,57.4,72,0,5.75,clear sky
571,hailar,CN,49.2,119.7,37.76,28,100,8.12,overcast clouds
572,shancheng,CN,34.7953,116.0817,56.77,86,3,11.9,clear sky
573,berdigestyakh,RU,62.0989,126.6992,20.98,93,97,3.69,overcast clouds
574,quatre cocos,MU,-20.2078,57.7625,76.08,82,100,4.18,overcast clouds
575,najran,SA,17.4924,44.1277,75.85,21,36,2.53,scattered clouds
576,saryg-sep,RU,51.5,95.6,32.97,54,100,2.77,overcast clouds
577,turochak,RU,52.2576,87.1224,37.49,97,100,3.62,light rain
578,kununurra,AU,-15.7667,128.7333,71.58,83,84,0.0,broken clouds
579,alakurtti,RU,66.9672,30.3491,38.79,99,100,2.48,overcast clouds
580,aswan,EG,24.0934,32.907,70.9,18,0,5.75,clear sky
581,omsukchan,RU,62.5333,155.8,13.37,88,89,6.26,overcast clouds
582,san policarpo,PH,12.1791,125.5072,81.18,83,84,8.01,broken clouds
583,portland,US,45.5234,-122.6762,54.52,86,75,14.97,broken clouds
584,verkhnyaya inta,RU,65.9811,60.3094,7.84,93,80,8.43,broken clouds
585,el juncal,HN,15.45,-86.4333,84.87,52,0,5.95,clear sky
586,iquitos,PE,-3.7481,-73.2472,84.24,74,40,4.61,scattered clouds
587,tulsipur,NP,28.131,82.2973,71.04,39,11,4.45,few clouds
588,karakol,KG,42.4907,78.3936,48.94,84,100,1.92,light rain
589,imphal,IN,24.8167,93.95,62.02,90,33,1.1,scattered clouds
590,mookane,BW,-23.688,26.6595,60.75,72,38,4.79,scattered clouds
591,oranjemund,NA,-28.55,16.4333,62.8,65,8,0.67,clear sky
592,grand-lahou,CI,5.1367,-5.0242,80.17,89,96,6.82,overcast clouds
593,gisenyi,RW,-1.7028,29.2564,64.6,92,100,2.3,overcast clouds
594,opuwo,NA,-18.0607,13.84,65.12,38,92,3.58,overcast clouds
595,tocopilla,CL,-22.092,-70.1979,66.2,75,24,5.1,few clouds
596,olafsvik,IS,64.8945,-23.7142,44.85,89,100,9.04,overcast clouds
597,bara,NG,10.3744,10.7288,87.62,20,92,3.74,overcast clouds
598,korla,CN,41.7597,86.1469,62.15,39,99,13.11,overcast clouds
599,ask,NO,60.0717,11.0345,49.68,75,0,4.61,clear sky
600,ostrovnoy,RU,68.0531,39.5131,33.12,94,100,9.57,overcast clouds
601,teguldet,RU,57.3064,88.1667,34.92,92,100,6.67,overcast clouds
602,adre,TD,13.4667,22.2,78.78,46,89,2.39,overcast clouds
603,grand gaube,MU,-20.0064,57.6608,76.37,88,100,1.99,overcast clouds
604,utinga,BR,-5.8172,-35.3954,82.8,83,40,9.22,light rain
605,worcester,US,42.3334,-71.8328,53.17,40,0,12.66,clear sky
606,dzhebariki-khaya,RU,62.2167,135.8,28.65,88,100,2.77,overcast clouds
607,masakin,TN,35.7292,10.5808,68.2,82,97,12.66,overcast clouds
608,springbok,ZA,-29.6643,17.8865,67.46,26,69,5.12,broken clouds
609,prince rupert,CA,54.3161,-130.3201,55.49,38,0,11.5,clear sky
610,kuala selangor,MY,3.35,101.25,77.2,84,100,2.84,overcast clouds
611,haflong,IN,25.1833,93.0333,64.51,91,45,1.48,scattered clouds
612,port jervis,US,41.3751,-74.6927,57.88,40,13,3.2,few clouds
613,boden,SE,65.8252,21.6886,32.0,99,94,1.54,overcast clouds
614,margate,GB,51.3813,1.3862,51.31,83,52,3.0,broken clouds
615,fagersta,SE,60.0042,15.7932,42.98,82,100,4.56,overcast clouds
616,guarapari,BR,-20.6667,-40.4975,75.88,84,0,4.79,clear sky
617,ipixuna,BR,-1.7625,-48.8043,75.42,96,100,3.44,moderate rain
618,kamenka,RU,51.3223,42.7678,49.59,81,92,12.3,overcast clouds
619,whitecourt,CA,54.1502,-115.6855,38.44,70,75,5.75,broken clouds
620,kamthi,IN,21.2333,79.2,93.54,16,96,7.07,overcast clouds
621,cuautepec,MX,16.7,-99.0,88.36,36,0,8.75,clear sky
622,bafra,TR,41.5678,35.9069,48.81,90,50,7.92,scattered clouds
623,namtsy,RU,62.7161,129.6658,22.6,90,98,2.37,overcast clouds
624,willowick,US,41.6331,-81.4687,57.49,54,40,6.91,scattered clouds
625,quelimane,MZ,-17.8786,36.8883,73.35,94,75,10.36,light intensity drizzle
626,maniitsoq,GL,65.4167,-52.9,20.12,57,87,5.5,overcast clouds
627,bubaque,GW,11.2833,-15.8333,75.94,77,95,18.34,overcast clouds
628,kefamenanu,ID,-9.4467,124.4781,73.87,82,94,2.39,overcast clouds
629,mendi,PG,-6.1761,143.6513,65.14,74,77,0.56,broken clouds
630,tadine,NC,-21.55,167.8833,78.37,68,52,9.08,broken clouds
631,umm kaddadah,SD,13.6017,26.6876,81.23,16,9,16.78,clear sky
632,fereydun kenar,IR,36.6864,52.5225,59.58,80,59,13.24,broken clouds
633,sokolo,ML,14.7328,-6.1219,88.72,8,27,8.7,scattered clouds
634,gat,IL,31.61,34.7642,59.81,100,0,4.92,clear sky
635,ammon,US,43.4696,-111.9666,55.9,32,20,18.41,few clouds
636,north bend,US,43.4065,-124.2243,55.08,91,100,11.5,overcast clouds
637,darnah,LY,32.767,22.6367,58.57,73,42,7.27,scattered clouds
638,portree,GB,57.4129,-6.1942,45.52,84,22,4.7,few clouds
639,camoapa,NI,12.3839,-85.5116,89.82,25,8,12.39,clear sky
640,nemuro,JP,43.3236,145.575,43.32,81,2,20.11,clear sky
641,luganville,VU,-15.5333,167.1667,84.67,73,37,8.39,scattered clouds
642,kem,RU,64.9555,34.5793,34.29,90,100,4.94,overcast clouds
643,obregon,NI,11.9566,-85.9636,96.89,35,1,9.31,clear sky
644,armidale,AU,-30.5167,151.65,56.66,55,62,5.7,broken clouds
645,midland,US,31.9974,-102.0779,97.05,8,0,23.02,clear sky
646,half moon bay,US,37.4636,-122.4286,72.18,52,100,19.57,overcast clouds
647,ler,SS,8.3018,30.1418,82.58,57,62,5.28,broken clouds
648,ardesen,TR,41.1911,40.9875,50.0,87,32,2.24,scattered clouds
649,lerwick,GB,60.1545,-1.1494,42.8,88,90,10.8,overcast clouds
650,luorong,CN,24.4058,109.6086,61.74,88,31,1.61,scattered clouds
651,kota belud,MY,6.351,116.4305,77.92,84,61,3.44,broken clouds
652,yeppoon,AU,-23.1333,150.7333,74.98,75,93,13.15,overcast clouds
653,daimiel,ES,39.07,-3.615,46.85,70,32,14.36,scattered clouds
654,vila,PT,42.0304,-8.1588,40.08,89,17,3.56,few clouds
655,kushiro,JP,42.975,144.3747,43.75,75,0,3.44,clear sky
656,biloela,AU,-24.4167,150.5,76.71,63,88,7.4,overcast clouds
657,alappuzha,IN,9.49,76.3264,82.02,83,86,3.83,overcast clouds
658,dali,CN,25.7,100.1833,55.4,75,95,4.52,overcast clouds
659,lunglei,IN,22.8833,92.7333,60.04,97,12,2.55,few clouds
660,linxia,CN,35.6003,103.2064,48.42,20,96,4.23,overcast clouds
661,jiblah,YE,13.9216,44.1467,62.1,54,0,4.88,clear sky
662,kamaishi,JP,39.2667,141.8833,56.1,72,5,9.42,clear sky
663,pingliang,CN,35.5392,106.6861,55.44,30,61,4.94,broken clouds
664,kologriv,RU,58.8275,44.3178,37.63,91,100,7.85,overcast clouds
665,mulege,MX,26.8833,-111.9833,84.99,34,100,9.33,overcast clouds
666,alta,NO,69.9689,23.2717,35.19,77,100,2.3,overcast clouds
667,gravdal,NO,68.1214,13.5031,42.69,91,97,5.35,overcast clouds
668,kindu,CD,-2.95,25.95,69.17,98,100,1.86,overcast clouds
669,dongsheng,CN,39.8161,109.9776,42.91,62,75,19.13,broken clouds
670,romitan,UZ,39.9343,64.3814,55.35,94,0,4.61,clear sky
671,hofn,IS,64.2539,-15.2082,45.46,97,100,10.02,light rain
672,henties bay,NA,-22.116,14.2845,70.11,58,57,3.36,broken clouds
673,at-bashi,KG,41.1702,75.8106,47.68,87,100,2.8,overcast clouds
674,behbahan,IR,30.5959,50.2417,75.2,22,82,2.82,broken clouds
675,barguzin,RU,53.6167,109.6167,30.11,81,93,8.1,overcast clouds
676,kieta,PG,-6.2167,155.6333,82.74,78,59,5.23,light rain
677,hobyo,SO,5.3505,48.5268,82.0,67,98,12.28,overcast clouds
678,waingapu,ID,-9.6567,120.2641,79.61,78,95,6.26,overcast clouds
